cid,isosmiles,mw,polararea,complexity,heavycnt,hbonddonor,hbondacc,rotbonds,mp
9140,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4C5=CC=CC=C35,278.3,0.0,399.0,22,0,0,0,114.5
9142,C1=CC2=C3C(=C1)C4=CC=CC5=C4C(=CC=C5)C3=CC=C2,252.3,0.0,304.0,20,0,0,0,274.0
9144,C1=CC2=C3C(=C1)C4=CC=CC5=C4C3=C(C=C2)C=C5,226.3,0.0,314.0,18,0,0,0,149.0
9147,C1C2=CC=CC3=C2C4=C(C=CC=C41)C=C3,190.24,0.0,231.0,15,0,0,0,114.0
9152,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC5=C4C3=CC=C5,252.3,0.0,372.0,20,0,0,0,165.6
9153,C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,252.3,0.0,372.0,20,0,0,0,168.13
9158,C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1,252.3,0.0,338.0,20,0,0,0,217.0
9162,C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C=CC5=CC=CC=C54,278.3,0.0,361.0,22,0,0,0,368.0
9164,C1=CC=C2C=C3C4=CC=CC=C4C5=CC=CC=C5C3=CC2=C1,278.3,0.0,361.0,22,0,0,0,206.0
9169,C1=CC=C2C=C3C(=CC2=C1)C=CC4=C3C=CC5=CC6=CC=CC=C6C=C54,328.4,0.0,462.0,26,0,0,0,400.0
9170,C1=CC=C2C(=C1)C3=CC=CC=C3C4=CC=CC=C24,228.3,0.0,217.0,18,0,0,0,199.0
9177,C1=CC=C2C(=C1)C=CC3=NC4=C(C=C32)C5=CC=CC=C5C=C4,279.3,12.9,369.0,22,0,1,0,216.0
9181,C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4N=C32,229.27,12.9,300.0,18,0,1,0,108.0
9189,C1=CC=C2C(=C1)C=NC3=CC=CC=C23,179.22,12.9,201.0,14,0,1,0,107.4
9190,C1=CC=C2C(=C1)C3=CC=CC=C3N=N2,180.2,25.8,183.0,14,0,2,0,158.0
9191,C1=CC=C2C(=C1)C=CC3=C2N=CC=C3,179.22,12.9,201.0,14,0,1,0,52.0
9195,C1C2=CC=CC=C2C3=C1C4=CC=CC=C4C=C3,216.28,0.0,282.0,17,0,0,0,189.37
9198,C1=CC=C2C(=C1)C=CC3=C2SC4=CC=CC=C34,234.3,28.2,287.0,17,0,1,0,189.0
9201,C1C2=CC=CC=C2C3=CC4=CC=CC=C4C=C31,216.28,0.0,282.0,17,0,0,0,212.0
9207,C1=CC=C2C=NN=CC2=C1,130.15,25.8,99.8,10,0,2,0,90.5
9208,C1=CC=C2C(=C1)C=CN=N2,130.15,25.8,114.0,10,0,2,0,38.0
9210,C1=CC=C2C(=C1)C=NC=N2,130.15,25.8,114.0,10,0,2,0,48.0
9213,C1=CC=C2C(=C1)C=NC3=CC=CC=C3O2,195.22,21.6,251.0,15,0,2,0,73.0
9215,C1=CC=C2C(=C1)C=C3C=CC=CC3=N2,179.22,12.9,181.0,14,0,1,0,108.0
9221,C1=CC=C2C(=C1)C=NN2,118.14,28.7,103.0,9,1,1,0,148.0
9222,C1=CC2=C(NC=C2)N=C1,118.14,28.7,103.0,9,1,1,0,106.0
9225,C1=CC=C2C(=C1)C=NS2,135.19,41.1,105.0,9,0,2,0,38.0
9228,C1=CC=C2C(=C1)N=CO2,119.12,26.0,105.0,9,0,2,0,31.0
9230,C1=CC2=CC=CN2C=C1,117.15,4.4,101.0,9,0,0,0,75.0
9231,C1=CC=C2C=CC=C2C=C1,128.16899999999998,0.0,94.6,10,0,0,0,99.0
9233,C1CC2CCC1C2,96.17,0.0,58.1,7,0,0,0,87.5
9238,C1C2CC3CC1CC(C2)C3,136.23,0.0,75.1,10,0,0,0,205.0
9251,C1CSC1,74.15,25.3,17.2,4,0,1,0,-73.2
9253,C1CCCC1,70.13,0.0,11.6,5,0,0,0,-93.73
9259,C1=CC=NN=C1,80.09,25.8,30.5,6,0,2,0,-8.0
9260,C1=CN=CN=C1,80.09,25.8,32.5,6,0,2,0,22.0
9261,C1=CN=CC=N1,80.09,25.8,26.5,6,0,2,0,55.0
9262,C1=NC=NC=N1,81.08,38.7,21.5,6,0,3,0,86.0
9264,C1SCSCS1,138.3,75.9,21.5,6,0,3,0,220.0
9265,C1CCCCCC1,98.19,0.0,19.7,7,0,0,0,-8.0
9267,C1CCCCCCCCC1,140.27,0.0,33.2,10,0,0,0,10.0
9268,C1CCCCCCCCCCC1,168.32,0.0,43.0,12,0,0,0,60.4
9269,C1COCCOCCOCCO1,176.21,36.9,65.09899999999999,12,0,4,0,16.0
9271,C12C(C(OC1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,411.7,9.2,426.0,18,0,1,0,121.0
9272,CCOP(=S)(OCC)OC1=NC=CN=C1,248.24,85.6,220.0,15,0,6,6,-1.7
9279,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C.[Br-],448.4,35.5,474.0,28,0,4,7,159.5
9285,C[N+]1=C2C=CC=CC2=NC3=CC=CC=C31.COS(=O)(=O)[O-],306.34,91.6,297.0,21,0,5,0,157.0
9298,COP(=S)(OC)OC1=CC(=C(C=C1Cl)Cl)Cl,321.5,59.8,273.0,16,0,4,4,41.0
9300,CC(C)(C)C1=CC(=C(C=C1)OP(=O)(NC)OC)Cl,291.71,47.6,319.0,18,1,4,5,60.0
9305,C1=C(C=C(C(=C1I)O)I)C[C@@H](C(=O)O)N,432.98,83.6,227.0,15,3,4,3,213.0
9317,CC(=O)[O-].CC(=O)[O-].[Pb+2],325.0,80.3,25.5,9,0,4,0,280.0
9321,NN,32.046,52.0,0.0,2,2,2,0,1.85
9324,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)CC[C@]34C)Cl)C)OC(=O)C,404.9,60.4,827.0,28,0,4,3,213.0
9330,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O,327.4,49.8,351.0,24,1,4,9,51.0
9331,C1CCN(CC1)C2(CCN(CC2)CCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)N,430.6,73.4,638.0,32,1,4,7,149.5
9332,CCOC(=O)NP(=O)(N1CC1)N2CC2,219.18,61.4,272.0,14,1,5,5,89.0
9334,C[N+](CCCl)(CCCl)[O-].Cl,208.5,18.1,73.4,10,1,1,4,109.5
9338,C1=CC(=C(C(=C1)O)C(=O)O)O,154.12,77.8,147.0,11,3,4,1,165.0
9339,CC1=C(C=C(C(=C1[N+](=O)[O-])O)C(C)C)[N+](=O)[O-],240.21,112.0,309.0,17,1,5,1,55.5
9348,C1=CC=C(C=C1)C2=C(C(=CC=C2)C(=O)O)O,214.22,57.5,246.0,16,2,3,2,186.5
9354,C(C(C(=O)O)S)(C(=O)O)S,182.2,76.6,139.0,10,4,6,3,193.0
9359,[SbH3],124.784,0.0,0.0,1,0,0,0,-88.0
9363,CCN(CC)C(=O)C1=CC(=C(C=C1)O)OC,223.27,49.8,228.0,16,1,3,4,95.0
9366,C1=CC(=C(C=C1Cl)NN)Cl,177.03,38.0,110.0,10,2,2,1,102.5
9370,C1=C(C=C(C(=C1I)O)I)[N+](=O)[O-],390.9,66.0,172.0,12,1,3,0,157.0
9375,CC(C)(C)C(=O)NNCC1=CC=CC=C1,206.28,41.1,202.0,15,2,2,4,68.5
9385,C(C(F)(F)F)(Cl)Cl,152.93,0.0,56.4,7,0,3,0,-107.0
9386,C12(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(C(C(C(C2(F)F)(F)F)(F)F)(F)F)F)F,462.08,0.0,587.0,28,0,18,0,-10.0
9390,C(C(C(F)(F)F)(F)F)(C(OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,454.06,9.2,489.0,27,0,19,6,-100.0
9395,CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],275.19,90.6,300.0,18,0,6,6,300.0
9397,C(C(C(F)(F)F)(F)F)(C(N(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,671.09,3.2,792.0,40,0,28,9,-50.0
9398,C1=CC(=C(C=C1S(=O)(=O)C2=CC(=C(C=C2)F)[N+](=O)[O-])[N+](=O)[O-])F,344.25,134.0,526.0,23,0,8,2,193.5
9411,CCC(C)N1C(=O)C(=C(NC1=O)C)Br,261.12,49.4,312.0,14,1,2,2,158.0
9412,CC1=C(C(=O)N(C(=O)N1)C(C)C)Br,247.09,49.4,297.0,13,1,2,1,158.5
9414,CC1=CC(=CC(=C1N(C)C)C)OC(=O)NC,222.28,41.6,231.0,16,1,3,3,85.0
9417,C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO,363.5,30.0,448.0,27,1,4,6,100.5
9429,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,446.6,80.8,661.0,30,0,7,6,140.0
9443,C1=CC(=C(C=C1Cl)Cl)C(F)(F)F,215.0,0.0,157.0,12,0,3,0,-26.0
9444,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,244.2,141.0,384.0,17,4,5,2,229.0
9445,C1=C(C=C(C(=C1C(=O)O)O)Cl)Cl,207.01,57.5,186.0,12,2,3,1,220.5
9447,C1=CC(=C(C=C1Cl)C(=O)O)O,172.56,57.5,160.0,11,2,3,1,171.5
9450,C1=CC=C2C(=C1)C=CC=C2F,146.16,0.0,133.0,11,0,1,0,-9.0
9454,CC1=C(C(=O)OC2=C1C=CC(=C2)OP(=O)(OCCCl)OCCCl)Cl,415.6,71.1,529.0,24,0,6,8,91.0
9458,CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(=O)O,248.15,63.6,313.0,17,1,7,3,121.0
9473,CC(=O)OCC1=CC2=C(C=C1)OCO2,194.18,44.8,216.0,14,0,4,3,51.0
9474,C1=C(C(=CC(=C1F)F)F)F,150.07,0.0,90.3,10,0,4,0,4.5
9481,C1=CC(=C(C=C1C(F)(F)F)Cl)Cl,215.0,0.0,157.0,12,0,3,0,-12.5
9492,C1=CC(=C(C=C1[N+](=O)[O-])O)[N+](=O)[O-],184.11,112.0,220.0,13,1,5,0,108.0
9500,C1=CC(=NC=C1C(=O)N)N,137.14,82.0,137.0,10,2,3,1,246.5
9502,CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC,249.09,41.6,228.0,15,1,2,2,93.0
9541,CCCCCCCCCCF,160.27,0.0,61.9,11,0,1,8,-35.0
9542,C(CCCCC(=O)O)CCCCF,190.25,37.3,126.0,13,1,3,9,49.0
9546,C(CCCCCF)CCCCO,176.27,20.2,76.2,12,1,2,9,22.0
9550,C=[N+]=[N-],42.04,2.0,25.8,3,0,1,0,-145.0
9553,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,388.05,0.0,394.0,23,0,16,4,-78.0
9554,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,414.07,37.3,530.0,25,1,17,6,54.65
9560,CC(=CC(=O)OC)OP(=O)(OC)OC,224.15,71.1,263.0,14,0,6,6,13.95
9564,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,271.34,110.0,356.0,18,3,4,5,144.5
9565,COCCOC1=CN=C(N=C1)NS(=O)(=O)C2=CC=CC=C2,309.34,98.8,385.0,21,1,7,7,153.0
9567,CC1=NC2=CC=CC=C2C(=O)N1C3=CC=CC=C3Cl,270.71,32.7,396.0,19,0,2,1,127.0
9570,CSC1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,298.32,139.0,352.0,20,3,8,3,164.0
9578,C1(=C(C(=C(C(=C1F)F)Br)F)F)F,246.96,0.0,150.0,12,0,5,0,-31.0
9582,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)F)F,218.2,17.1,214.0,16,0,3,2,103.5
9583,C1=CC=C(C(=C1)F)Cl,130.55,0.0,74.9,8,0,1,0,-43.0
9584,C1=CC=C(C(=C1)N)F,111.12,26.0,74.9,8,1,2,0,-34.6
9588,C1=CC(=CC=C1F)S(=O)(=O)Cl,194.61,42.5,213.0,11,0,3,1,30.0
9589,CC(=O)C1=CN=CC=C1,121.14,30.0,112.0,9,0,2,1,13.5
9591,C1=CC=C(C=C1)CF,110.13,0.0,55.4,8,0,1,1,-35.0
9594,CC(=O)NC1=CC(=CC=C1)F,153.15,29.1,149.0,11,1,2,1,83.0
9595,CC(=O)NC1=CC=CC(=C1)C(F)(F)F,203.16,29.1,215.0,14,1,4,1,104.5
9601,CC(=O)NC1=CC=C(C=C1)F,153.15,29.1,141.0,11,1,2,1,154.0
9603,CC1=CC=C(C=C1)F,110.13,0.0,62.8,8,0,1,0,-56.0
9604,C1=CC(=CC=C1F)Cl,130.55,0.0,66.9,8,0,1,0,-26.8
9605,C1=CC(=CC=C1F)I,222.0,0.0,66.9,8,0,1,0,-27.0
9606,CC1=CC(=CC=C1)F,110.13,0.0,70.8,8,0,1,0,-87.0
9616,C(CCCC(=O)O)CCCF,162.2,37.3,104.0,11,1,3,7,35.0
9620,CCF,48.06,0.0,2.8,3,0,1,0,-143.2
9624,C(F)(Cl)(Cl)Br,181.82,0.0,36.6,5,0,1,0,-106.0
9625,C(F)(F)(Cl)Br,165.36,0.0,36.6,5,0,2,0,-159.83
9631,C(C(F)(F)Cl)(F)Cl,152.93,0.0,64.0,7,0,3,1,-78.0
9632,C(C(F)(F)Cl)(F)F,136.47,0.0,60.7,7,0,4,1,-117.0
9635,C(C(Cl)(Cl)Cl)(F)(F)F,187.37,0.0,79.5,8,0,3,0,14.28
9637,C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)F,350.05,0.0,411.0,21,0,14,0,-44.7
9638,C(C(C(F)(F)F)(F)F)(C(F)(F)F)(F)F,238.03,0.0,181.0,14,0,10,1,-128.6
9642,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C,494.5,99.1,1070.0,35,1,9,4,309.0
9661,C#CCC1(CCCCC1)OC(=O)N,181.23,52.3,233.0,13,1,2,3,99.0
9664,C(=C(F)F)Cl,98.48,0.0,45.6,5,0,2,0,-138.5
9677,CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C,428.6,43.4,680.0,31,0,3,10,118.0
9678,C(=C(C(F)(F)F)F)(C(F)(F)F)F,200.03,0.0,170.0,12,0,8,0,-129.0
9681,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,353.5,57.5,578.0,26,2,3,4,195.0
9688,C1=CC=C(C=C1)C2=CC(=O)C=CC2=O,184.19,34.1,317.0,14,0,2,1,114.0
9696,C1=C(C(=C(C(=C1F)F)F)F)F,168.06,0.0,125.0,11,0,5,0,-47.3
9702,CN(C)C1=CC=C(C=C1)C2=CC=C(C=C2)N(C)C,240.34,6.5,208.0,18,0,2,3,194.0
9706,C1=CC=C(C(=C1)F)F,114.09,0.0,62.9,8,0,2,0,-34.0
9707,C1=CC=C(C(=C1)O)F,112.1,20.2,74.9,8,1,2,0,16.1
9708,C1=CC(=C(C=C1N)Cl)F,145.56,26.0,99.1,9,1,2,0,45.5
9709,C1=CC(=C(C=C1F)F)N,129.11,26.0,97.1,9,1,3,0,-7.5
9712,C1=CC=C(C=C1)[Si](F)(F)F,162.18,0.0,104.0,10,0,3,0,-18.0
9715,C1(=NC(=NC(=N1)C(F)(F)F)C(F)(F)F)C(F)(F)F,285.07,38.7,233.0,18,0,12,0,-24.8
9716,C1=CC=C(C=C1)[As](F)F,190.02,0.0,79.1,9,0,2,0,42.0
9719,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)Cl,349.1,41.1,387.0,22,2,4,2,214.5
9732,C1=CC(=CC=C1O)F,112.1,20.2,66.9,8,1,2,0,48.0
9737,C(CF)O,64.06,20.2,10.0,4,1,2,1,-26.4
9738,CC(C)NP(=O)(NC(C)C)F,182.18,41.1,147.0,11,2,4,4,65.0
9740,C(C#N)C(=O)O,85.06,61.1,98.6,6,1,3,1,66.0
9741,C1=CC(=CC(=C1)F)F,114.09,0.0,64.9,8,0,2,0,-69.0
9742,C1=CC(=CC(=C1)F)N,111.12,26.0,74.9,8,1,2,0,-5.0
9743,C1=CC(=CC(=C1)F)O,112.1,20.2,74.9,8,1,2,0,13.7
9745,C1=C(C=C(C=C1F)F)F,132.08,0.0,63.3,9,0,3,0,-5.5
9750,C(C[C@@H](C(=O)O)N)CNC(=O)N,175.19,118.0,171.0,12,4,4,5,235.5
9760,CCCCCCF,104.17,0.0,27.4,7,0,1,4,-103.0
9777,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,214.04,37.3,217.0,13,1,9,2,-17.5
9779,C(C(C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,432.1,20.2,508.0,26,1,17,8,56.0
9788,C(C(=O)O)(F)F,96.03,37.3,60.6,6,1,4,1,-1.0
9795,C1=CC=C(C(=C1)C(F)(F)F)[N+](=O)[O-],191.11,45.8,199.0,13,0,5,0,32.5
9796,C1=CC(=C(C(=C1)F)C(=O)O)F,158.1,37.3,151.0,11,1,4,1,159.0
9805,C1(=C(C(=C(C(=C1F)F)F)F)F)F,186.05,0.0,104.0,12,0,6,0,5.3
9808,C1=CC=C(C(=C1)C(=O)Cl)F,158.56,17.1,138.0,10,0,2,1,4.0
9809,C1=C(C=C(C(=C1[N+](=O)[O-])Cl)[N+](=O)[O-])C(F)(F)F,270.55,91.6,303.0,17,0,7,0,57.0
9811,C1=CC(=CC=C1C2=CC=C(C=C2)F)F,190.19,0.0,145.0,14,0,2,1,94.5
9817,C1=CC(=CC(=C1)Br)C(F)(F)F,225.01,0.0,132.0,11,0,3,0,1.0
9821,C1=CC(=CC=C1C(F)(F)F)[N+](=O)[O-],191.11,45.8,191.0,13,0,5,0,39.0
9823,C1=CC(=CC(=C1)F)[N+](=O)[O-],141.1,45.8,134.0,10,0,3,0,41.0
9825,C1=CC(=C(C=C1[N+](=O)[O-])F)O,157.1,66.0,158.0,11,1,4,0,121.0
9836,C1=CC(=CC=C1CSC2=CC=C(C=C2)F)Cl,252.73,25.3,196.0,16,0,2,3,36.0
9837,C1=CC(=CC=C1CC(=O)O)F,154.14,37.3,139.0,11,1,3,2,86.0
9862,CC(=CCCC(=O)C)C,126.2,17.1,119.0,9,0,1,3,-67.05
9863,[C-]#[Si+],40.096,0.0,10.0,2,0,1,0,2600.0
9865,C1CS1,60.12,25.3,10.3,3,0,1,0,-109.0
9866,C[As](F)F,127.953,0.0,13.5,4,0,2,0,-29.7
9868,CC(F)(F)F,84.04,0.0,26.4,5,0,3,0,-111.55
9870,COS(=O)(=O)F,114.1,51.8,107.0,6,0,4,1,-95.0
9878,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,376.5,74.6,787.0,27,2,5,1,297.0
9890,C(C(F)F)F,84.04,0.0,18.9,5,0,3,1,-84.0
9903,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C,376.6,57.5,574.0,27,2,3,4,186.0
9904,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34,274.4,37.3,466.0,20,1,2,0,118.0
9905,C1=CC=C(C=C1)C(=O)C(F)(F)F,174.12,17.1,168.0,12,0,4,1,-40.0
9906,C1(=C(C(=C(C(=C1F)F)F)F)F)C(F)(F)F,236.06,0.0,210.0,15,0,8,0,-65.6
9923,C(C1=C(C(=C(C(=C1F)F)F)F)F)O,198.09,20.2,162.0,13,1,6,1,37.5
9934,C1C(NCS1)C(=O)O,133.17,74.6,106.0,8,2,4,1,196.5
9935,C1=CC=C(C(=C1)C(=O)O)F,140.11,37.3,136.0,10,1,3,1,126.5
9937,C1=CC(=C(C=C1F)O)[N+](=O)[O-],157.1,66.0,158.0,11,1,4,0,36.0
9938,C1CC2=CC=CC=C2C=C1,130.19,0.0,135.0,10,0,0,0,-8.0
9947,C1=CC=C(C=C1)C(=O)CF,138.14,17.1,116.0,10,0,2,2,29.0
9948,C1=CC=C(C=C1)CC(=O)C2=CC=CC=C2,196.24,17.1,197.0,15,0,1,3,60.0
9957,CC1=C(C=C(C=C1)N)F,125.14,26.0,94.9,9,1,2,0,31.0
9958,CC1=CC(=C(C=C1)O)O,124.14,40.5,92.9,9,2,2,0,65.0
9959,COC(=O)CF,92.07,26.3,52.8,6,0,3,2,-35.0
9963,C1=CC(=CC(=C1)C(F)(F)F)C(=O)O,190.12,37.3,200.0,13,1,5,1,105.5
9964,C1=CC(=CC=C1C(F)(F)F)N,161.12,26.0,124.0,11,1,4,0,38.0
9965,CC1=CC=C(C=C1)S(=O)(=O)F,174.19,42.5,209.0,11,0,3,1,41.5
9966,C1=CC(=CC=C1C(=O)O)C(F)(F)F,190.12,37.3,192.0,13,1,5,1,219.5
9968,C1=CC(=CC(=C1)F)C(=O)O,140.11,37.3,136.0,10,1,3,1,124.0
9973,C1=CC(=CC=C1C(=O)O)F,140.11,37.3,128.0,10,1,3,1,185.0
9975,COC1=CC(=CC=C1)F,126.13,9.2,85.0,9,0,2,1,-35.0
9983,COC1=C(C=CC(=C1)C=CCO)O,180.2,49.7,168.0,13,2,3,3,74.0
9984,COC1=C(C=CC(=C1)C=CC=O)O,178.18,46.5,189.0,13,1,3,3,84.0
9985,CCCC1CCCCN1,127.23,12.0,71.0,9,1,1,2,-2.0
9987,COC1=CC=C(C=C1)F,126.13,9.2,77.0,9,0,2,1,-45.0
9993,C1=CC(=CC=C1F)Br,175.0,0.0,66.9,8,0,1,0,-17.4
9997,C#CC#C,50.06,0.0,67.1,4,0,0,1,-36.4
9998,CCCF,62.09,0.0,7.2,4,0,1,1,-159.0
9999,C(#N)C#N,52.03,47.6,71.1,4,0,2,0,-27.88
10000,C(CCl)C(F)(F)F,132.51,0.0,48.6,7,0,3,1,-106.5
10006,C1C(=O)NC(=O)N1,100.08,58.2,120.0,7,2,2,0,220.0
10008,C1=CC=C(C=C1)F,96.1,0.0,46.1,7,0,1,0,-42.2
10009,C1=CC(=CN=C1)N,94.11,38.9,54.0,7,1,2,0,64.5
10015,CCCCCCC(=O)CCCCCC,198.34,17.1,115.0,14,0,1,10,33.0
10024,CCOCOCC,104.15,18.5,25.3,7,0,2,4,-66.5
10029,CCCCCCCCCF,146.25,0.0,52.7,10,0,1,7,1.0
10037,C=C=C,40.06,0.0,15.5,3,0,0,0,-136.1
10038,C=C=O,42.04,17.1,25.8,3,0,1,0,-150.33
10041,CC(C)(C)C,72.15,0.0,15.5,5,0,0,0,-16.46
10044,CC(C)C(C)(C)C,100.2,0.0,45.5,7,0,0,1,-25.0
10045,CC(C(C)(C)C)O,102.17,20.2,51.7,7,1,1,1,5.6
10046,C([N+](=O)[O-])(Br)(Br)Br,297.73,45.8,79.9,7,0,2,0,10.0
10049,C[C@]12CC[C@@H](C1(C)C)C[C@H]2O,154.25,20.2,185.0,11,1,1,0,202.0
10074,CO[C@@H]1C[C@]23C4=C(CCN2CC=C3C=C1)COC(=O)C4,273.33,38.8,560.0,20,0,4,1,99.5
10083,C1CCNC(C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)O,267.4,32.299,274.0,20,2,2,3,97.5
10100,CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C,339.5,29.5,397.0,25,0,3,9,75.5
10101,CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O,247.33,40.5,295.0,18,1,3,3,156.5
10106,CC(C)C12CCC(O1)(CC2)C,154.25,9.2,164.0,11,0,1,1,1.0
10107,CCOP(=O)(OCC)OC(=CCl)C1=C(C=C(C=C1)Cl)Cl,359.6,44.8,368.0,20,0,4,7,-20.0
10114,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O,470.7,74.6,965.0,34,2,4,1,296.0
10129,CC1CCC2CC1C2(C)C,138.25,0.0,146.0,10,0,0,0,-53.0
10139,C1=CC(=CC=C1C(C2=CC=C(C=C2)F)C(Cl)(Cl)Cl)F,321.6,0.0,255.0,19,0,2,2,44.5
10141,C1=CC(=C2C(=O)C=CC(=O)C2=C1O)O,190.15,74.6,277.0,14,2,4,0,232.0
10143,CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=C3C(=C(C=C4)OC)O)OC)OC,341.4,51.2,475.0,25,1,5,3,185.0
10163,C1=CC=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)O)CO)O,270.24,94.8,421.0,20,3,5,1,330.0
10168,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O,284.22,112.0,487.0,21,3,6,1,321.0
10175,COC1=CC(=C(C(=C1)O)C(=O)C2=CC=CC=C2)O,244.24,66.8,274.0,18,2,4,3,130.5
10194,CC1=CC(=C(C(=C1)C)C(=O)O)C,164.2,37.3,165.0,12,1,2,1,154.0
10195,C1(C(=O)NC(=O)NC1=O)[N+](=O)[O-],173.08,121.0,259.0,12,2,5,0,180.5
10199,C1C2=CC=CC=C2C(=O)N1,133.15,29.1,155.0,10,1,1,0,151.0
10205,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,188.18,54.4,317.0,14,1,3,0,78.5
10207,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)CO,270.24,94.8,421.0,20,3,5,1,223.5
10208,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,254.24,74.6,405.0,19,2,4,0,196.0
10209,CC1=C(C2=CC=CC=C2C(=C1)O)O,174.2,40.5,181.0,13,2,2,0,169.0
10210,C1=CC=C(C(=C1)C2=CC=CC=C2C(=O)O)C(=O)O,242.23,74.6,294.0,18,2,4,3,233.5
10212,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C,270.28,48.7,436.0,20,0,4,3,102.0
10219,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,480.6,52.2,679.0,35,1,6,7,74.0
10222,CC1=C2C=CC3=C(C2=CC=C1)C=CC(=C3)C(C)C,234.3,0.0,280.0,18,0,0,1,101.0
10228,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C,244.28,35.5,366.0,18,0,3,3,83.5
10231,COC1=C(C2=C(C=C1CC=C)OCO2)OC,222.24,36.9,243.0,16,0,4,4,29.5
10232,C1=CC=C(C=C1)C2=C(N=C(N2)C3=CC=CC=C3)C4=CC=CC=C4,296.4,28.7,351.0,23,1,1,3,275.0
