cid,isosmiles,mw,polararea,complexity,heavycnt,hbonddonor,hbondacc,rotbonds,mp
24864,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Hg+2],324.6,126.0,18.8,9,0,6,0,79.0
24870,O=Cl[O],67.45,18.1,7.5,3,0,1,0,-59.0
24871,Cl[Cr]Cl,122.9,0.0,2.8,3,0,0,0,824.0
24874,CCC(C)N,73.14,26.0,19.6,5,1,1,1,-104.0
24883,C(C=CCl)Cl,110.97,0.0,31.9,5,0,0,1,-50.0
24905,C1=CC2=C(C=CN2)C=C1Br,196.04,15.8,126.0,10,1,0,0,91.0
24924,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Pb+2],331.0,126.0,18.8,9,0,6,0,470.0
24931,I[Pb]I,461.0,0.0,2.8,3,0,0,0,410.0
24947,Cl[Cd]Cl,183.32,0.0,2.8,3,0,0,0,568.0
24962,[O-]S(=O)(=O)[O-].[Cd+2],208.48,88.6,62.2,6,0,4,0,1000.0
24963,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ca+2],164.09,126.0,18.8,9,0,6,0,560.0
24965,[O-]S(=O)(=O)[O-].[Co+2],155.0,88.6,62.2,6,0,4,0,735.0
24978,[O-]Cl(=O)=O.[O-]Cl(=O)=O.[Ca+2],206.98,114.0,36.5,9,0,6,0,340.0
25054,CC(CO)OCC(C)OCC(C)OC,206.28,47.9,129.0,14,1,4,8,-77.8
25134,B(Br)(Br)Br,250.53,0.0,8.0,4,0,0,0,-46.0
25135,B(Cl)(Cl)Cl,117.2,0.0,8.0,4,0,0,0,-107.15
25136,[O-][Cr](=O)(=O)[O-].[Ba+2],253.32,80.3,62.2,6,0,4,0,1380.0
25146,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O,393.8,113.0,473.0,23,0,6,8,68.0
25208,CC1(C2CCC1(C(=O)C2=O)C)C,166.22,34.1,278.0,12,0,2,0,199.0
25210,COC(CNC(=O)N)C[Hg]Cl,367.2,64.4,125.0,11,2,2,4,152.5
25215,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CCCCC3,288.77,32.7,457.0,20,0,2,1,144.0
25286,CCOC(=O)CCCOC1=C(C=C(C=C1)Cl)C,256.72,35.5,233.0,17,0,3,7,-1.0
25289,OI(=O)(O)(O)(O)O,227.94,118.0,122.0,7,5,6,0,130.0
25295,CN(C)CCN(CC1=CC=C(C=C1)Cl)C2=CC=CC=N2,289.8,19.4,264.0,20,0,3,6,60.0
25310,C[C@H]1[C@@H]([C@H]([C@H](C(O1)O)O)O)O,164.16,90.2,139.0,11,4,5,0,122.0
25311,CCCCCCCCCCCCC=O,198.34,17.1,110.0,14,0,1,11,14.0
25352,[N+](=O)([N+](=O)[O-])[O-],92.011,91.6,60.5,6,0,4,0,-9.3
25403,CCC(=C(C)C)C,98.19,0.0,74.0,7,0,0,1,-118.3
25408,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[Na+].[Na+],261.97,124.0,194.0,11,0,7,0,356.85
25419,C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl,244.89,115.0,211.0,11,4,6,2,250.0
25485,CC(CO)OCC(C)OC,148.2,38.7,75.3,10,1,3,5,-80.0
25495,C1=CC(=CN=C1)C(=O)OC[C@@H]2[C@H]([C@@H]([C@](O2)(COC(=O)C3=CN=CC=C3)O)OC(=O)C4=CN=CC=C4)OC(=O)C5=CN=CC=C5,600.5,186.0,1020.0,44,1,14,14,141.0
25508,CC[Al](CC)Cl.CC[Al](Cl)Cl,247.5,0.0,48.3,11,0,0,2,-21.0
25511,CC1=C[CH-]C=C1.[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mn],218.09,3.0,43.3,13,0,4,0,2.2
25516,[NH4+].[F-],37.037,1.0,0.0,2,1,1,0,238.0
25565,CCC1C(=O)NC(C(=O)NC(CC(=O)NC(C(=O)N2CC(C(C2C(=O)N1)Cl)Cl)CO)C3=CC=CC=C3)CO,572.4,177.0,903.0,38,6,7,4,255.0
25572,COC1=CC=C(C=C1)C(C2CC2)(C3=CN=CN=C3)O,256.3,55.2,295.0,19,1,4,4,110.5
25588,C([C@H]([C@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O)O,226.18,159.0,207.0,15,7,8,6,146.5
25641,CCCCCCCOC1=CC=C(C=C1)O,208.3,29.5,140.0,15,1,2,7,61.5
25644,C=CC(=O)OCCCCCCOC(=O)C=C,226.27,52.6,219.0,16,0,4,11,5.0
25669,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)C#N,303.3,74.3,392.0,20,0,4,5,83.0
25670,CCOP(=S)(OCC)SCSC(C)(C)C,288.4,101.0,206.0,15,0,5,8,-29.13
25674,CCSCC[C@@H](C(=O)O)N,163.24,88.6,108.0,10,2,4,5,195.0
25763,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])ON=CC2=CC(=C(C(=C2)Br)O)Br,461.02,134.0,485.0,24,1,7,3,196.5
25811,CN(CC(=O)O)N=O,118.09,70.0,103.0,8,1,5,2,66.5
25902,CN1C2=CC=CC=C2N=N1,133.15,30.7,126.0,10,0,2,0,64.5
25912,CN(C(=O)NC1=CC(=C(C=C1)Br)Cl)OC,293.54,41.6,230.0,15,1,2,2,96.0
25913,CCCCCCCCCCCCCC=C,210.4,0.0,115.0,15,0,0,12,-2.8
25914,CCCCNCC,101.19,12.0,27.4,7,1,1,4,-78.0
26010,Cl[Ga](Cl)Cl,176.08,0.0,8.0,4,0,0,0,77.9
26033,CCOC(=O)C1=CN2C(=CC(=N2)OP(=S)(OCC)OCC)N=C1C,373.37,116.0,473.0,24,0,8,9,51.0
26038,[Ni](I)I,312.502,0.0,2.8,3,0,0,0,780.0
26042,O=[Ti]=O,79.866,34.1,18.3,3,0,2,0,1855.0
26052,[O-][W](=O)(=O)[O-].[Na+].[Na+],293.82,80.3,62.2,7,0,4,0,698.0
26057,CCCC(C)(C)C(C)(C)C,142.28,0.0,93.1,10,0,0,3,-54.0
26058,CC(CC(C)(C)C)CC(C)(C)C,170.33,0.0,104.0,12,0,0,4,-67.0
26059,[O-]Cl(=O)=O.[O-]Cl(=O)=O.[Ba+2],304.23,114.0,36.5,9,0,6,0,414.0
26068,CC(C)(C)C1CCCCC1O,156.26,20.2,123.0,11,1,1,1,45.0
26077,[Be+2].[O-]S(=O)(=O)[O-],105.08,88.6,62.2,6,0,4,0,1127.0
26089,[O-][Cr](=O)(=O)[O-].[Zn+2],181.4,80.3,62.2,6,0,4,0,316.0
26098,CCCC1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C,300.36,56.2,516.0,22,0,3,3,247.0
26107,CCC(CN)O,89.14,46.2,30.7,6,2,2,2,3.0
26108,C1=CC(=CC=C1CC2=CC=C(C=C2)N)N.Cl.Cl,271.18,52.0,157.0,17,4,2,2,288.0
26124,CCOP(=S)(OCC)OC1=NC2=CC=CC=C2N=C1,298.3,85.6,322.0,19,0,6,6,31.5
26126,[Be+2].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-],133.02,126.0,18.8,9,0,6,0,60.0
26130,C1=C[N+](=CC=C1C(=O)O)[O-],139.11,62.8,129.0,10,1,3,1,270.5
26164,C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)C2=C(C(=C(C(=C2Br)Br)Br)Br)Br,943.2,0.0,326.0,22,0,0,1,375.0
26172,C1CCN(CC1)C2=NC(=NC3=CN=C(N=C32)N(CCO)CCO)N(CCO)CCO,421.5,142.0,474.0,30,4,11,11,157.5
26177,C(C(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl)Cl,430.9,44.8,243.0,20,0,4,12,27.0
26248,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O,368.3,124.0,683.0,27,1,8,5,217.5
26383,CCCCC1=CC2=C(C=C1OCC3=CC=CC=C3)NC=C(C2=O)C(=O)OC,365.4,64.59899999999999,553.0,27,1,5,8,287.5
26388,CS(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)C(=O)N,445.6,117.0,703.0,30,1,6,6,170.5
26391,CC(=O)OC1=CC=C(C=C1)C2(C(=O)NC3=CC=CC=C3O2)C4=CC=C(C=C4)OC(=O)C,417.4,90.9,642.0,31,1,6,6,190.0
26397,CCCCCCCCCCCCCCCCC(=O)OCC,298.5,26.3,214.0,21,0,2,17,28.0
26423,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)Cl)Cl)Cl)Cl,320.0,24.7,272.0,18,0,2,2,158.0
26445,CC1(CCC=CC1)C,110.2,0.0,98.6,8,0,0,0,-74.4
26447,C[C@@H]1CC[C@H](C(=O)C1)C(C)C,154.25,17.1,149.0,11,0,1,1,-6.0
26541,C1COC2=CC=CC=C2OCCOCCOC3=CC=CC=C3OCCO1,360.4,55.4,300.0,26,0,6,0,163.0
26548,C1=CC(=CC=C1CC#N)O,133.15,44.0,139.0,10,1,2,1,72.0
26597,C1=CC=C(C=C1)OC(=O)N2C3=CC(=C(C=C3N=C2C(F)(F)F)Cl)Cl,375.1,44.1,474.0,24,0,6,2,103.0
26602,CCOC(=O)NC(C)(C)CC1=CC=C(C=C1)Cl,255.74,38.3,248.0,17,1,2,5,52.75
26623,[Hg+2],200.59,0.0,0.0,1,0,0,0,-38.8
26665,C1=C(C(=C(C(=C1Br)Br)Br)O)Br,409.69,20.2,143.0,11,1,1,0,113.5
26695,CC(=O)OC1=C(C=C(C=C1I)I)C(=O)NC2=CC=C(C=C2)Cl,541.5,55.4,416.0,22,1,3,4,215.5
26710,CN(C)C(=S)[S-].CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Fe+3],416.5,109.0,54.3,19,0,6,0,180.0
26715,CC1=CC=CC=C1OC2=NN=CC=C2,186.21,35.0,175.0,14,0,3,2,78.0
26731,C1=CC=C(C=C1)C(=O)C2=CC=NC=C2,183.21,30.0,191.0,14,0,2,2,72.0
26793,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Zr+4],283.4,177.0,62.2,11,0,8,0,410.0
26929,CCCCCCCCCCOC1=C(C=C(C=C1OC)C(=O)N)OC,337.5,70.8,323.0,24,1,4,13,121.5
26951,CC(C)C1=NC=C(N1C)[N+](=O)[O-],169.18,63.6,178.0,12,0,3,1,60.0
26975,CCCCCC1=CC=C(C=C1)O,164.24,20.2,104.0,12,1,1,4,23.0
26989,CCCC(C)C(CC)O,130.22899999999998,20.2,61.6,9,1,1,4,-123.0
27020,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)Br)O)Br)Br)O)Br,647.9,76.0,645.0,29,2,5,0,295.0
27027,C(C(Cl)Cl)(C(Cl)Cl)Cl,216.3,0.0,52.7,8,0,0,2,-10.0
27054,C1=CC=C(C(=C1)CCO)[N+](=O)[O-],167.16,66.0,155.0,12,1,3,2,2.0
27099,[Cu+2],63.55,0.0,0.0,1,0,0,0,1083.0
27156,C1=CC(=C(C(=C1)Cl)CO)Cl,177.02,20.2,97.8,10,1,1,1,98.0
27189,CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21,271.35,29.5,314.0,20,0,2,5,75.0
27195,C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2I,323.13,29.1,238.0,16,1,1,2,137.0
27200,CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O,356.2,112.0,443.0,21,3,5,6,165.3
27284,[Fe+2],55.84,0.0,0.0,1,0,0,0,1538.0
27295,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],328.2,101.0,440.0,23,0,8,2,94.0
27296,CC(C)CCCC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(=O)C4)C)C,384.6,17.1,630.0,28,0,1,5,148.0
27324,CC1=C(C=CC=C1N)N.Cl.Cl,195.09,52.0,82.9,11,4,2,0,274.0
27350,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1[N+]4(CCCCC4)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-].[Br-],732.7,52.6,1000.0,43,0,6,6,215.0
27365,CCP(CC)CC,118.16,0.0,25.7,7,0,0,3,-88.0
27375,CC1=C(C=C(C=C1)NC(=O)N(C)C)Cl,212.67,32.299,208.0,14,1,1,1,148.1
27441,CC1=CC2=C3C(=C1)C=CC4=CC(=CC(=C43)C=C2)C,230.3,0.0,260.0,18,0,0,0,230.0
27447,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,347.4,138.0,600.0,24,3,6,4,326.8
27513,C1=CC2=C(C=CN2)C=C1C#N,142.16,39.6,191.0,11,1,1,0,107.0
27514,C1=CC=C(C=C1)C2=CC(=C(C=C2Cl)Cl)Cl,257.5,0.0,201.0,15,0,0,1,76.3
27518,CCCCC(C)CCCC,142.28,0.0,49.1,10,0,0,6,-87.7
27519,CCCCCC(=C)C,112.21,0.0,62.4,8,0,0,4,-90.0
27582,C1=CC(=C(C(=C1O)Cl)Cl)Cl,197.4,20.2,120.0,10,1,1,0,83.5
27641,C(C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,280.4,20.2,162.0,13,1,1,1,193.0
27648,CC(CN(C1=C(C=C(C(=C1I)N)I)I)C(=O)C)C(=O)O,613.96,83.6,383.0,20,2,4,4,224.0
27666,C1=C(C=NC(=C1Cl)Cl)Cl,182.43,12.9,98.2,9,0,1,0,49.0
27668,[Cr+3],51.996,0.0,0.0,1,0,0,0,1900.0
27685,C1=CC(=NC=C1Cl)Cl,147.99,12.9,76.8,8,0,1,0,60.5
27689,CCNC(=O)C(C)OC(=O)NC1=CC=CC=C1,236.27,67.4,263.0,17,2,3,5,119.0
27694,CN1CCC2=CC(=C(C=C2C1)OC)OC,207.27,21.7,210.0,15,0,3,2,82.0
27756,CC=C1CC2CC1C=C2,120.19,0.0,175.0,9,0,0,0,-80.0
27809,CC1=CC(=C(C=C1)CO)C,136.19,20.2,101.0,10,1,1,1,22.0
27854,[Mn+2],54.938,0.0,0.0,1,0,0,0,1244.0
27871,CN(C)C(=S)Cl,123.61,35.3,61.8,6,0,1,0,42.5
27882,CC1=C(C=C(C=C1)N)OC,137.18,35.2,105.0,10,1,2,1,56.5
27901,CN1CCC(CC1)N(CC2=CC=CS2)C3=CC=CC=C3,286.4,34.7,283.0,20,0,3,4,96.0
27902,CCCCCCCCCCCCCCCCCC(=O)NCCO,327.5,49.3,244.0,23,2,2,18,98.5
27914,C1=CC(=CC=C1CC#N)Br,196.04,23.8,139.0,10,0,1,1,48.0
27919,C1CC(N(C1)N=O)C2=CN=CC=C2,177.2,45.6,186.0,13,0,4,1,47.0
27970,CN(C)O,61.08,23.5,13.5,4,1,2,0,108.0
27982,C(CCl)P(=O)(O)O,144.49,57.5,86.9,7,2,3,2,74.25
28015,[Na+].[SH-],56.07,1.0,2.0,2,1,1,0,350.0
28023,CCCC(C)(C)C(C)C,128.25,0.0,70.1,9,0,0,3,-116.8
28024,CCC(C)(C)CC(C)C,128.25,0.0,70.1,9,0,0,3,-113.4
28026,CCC(CC)C(C)(C)C,128.25,0.0,62.6,9,0,0,3,-99.3
28028,CC(C)C(C)(C)C(C)C,128.25,0.0,68.0,9,0,0,2,-102.1
28030,CCC1(CCCC1)C,112.21,0.0,68.1,8,0,0,1,-143.8
28049,COC1=CC(=C(C(=C1OC)Cl)Cl)Cl,241.5,18.5,168.0,13,0,2,2,66.0
28050,COC1=C(C=CC(=C1)Cl)O,158.58,29.5,108.0,10,1,2,1,16.5
28061,CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-],219.62,83.9,211.0,14,1,4,3,77.5
28179,[F-],18.998,0.0,0.0,1,0,1,0,-219.61
28188,C(C(=O)C(Cl)(Cl)Cl)Cl,195.9,17.1,93.9,8,0,1,1,65.0
28202,[O-][O-].[K+].[K+],110.195,46.1,4.0,4,0,2,0,490.0
28292,CCOP(=O)(SC1=CC=CC=C1)SC2=CC=CC=C2,310.4,76.9,276.0,19,0,4,6,-25.0
28329,CCN(CC)CCN1C=NC2=C1C(=O)N(C(=O)N2C)C,279.34,61.7,385.0,20,0,4,5,75.0
28397,CCC(C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)O,311.5,23.5,311.0,23,1,2,7,127.0
28417,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5,337.5,46.3,677.0,25,1,3,1,225.6
28486,[Li+],7.0,0.0,0.0,1,0,0,0,190.0
28488,CC(C)OC(C)(C)C,116.2,9.2,59.3,8,0,1,2,-88.0
28495,C1=CC=C2C(=C1)N(C(=O)C(O2)O)O,181.15,70.0,220.0,13,2,4,0,152.0
28517,CC=CCC=CCCC(=O)[C@@H]1[C@@H](O1)C(=O)N,223.27,72.7,320.0,16,1,3,7,93.5
28614,CC(C)(C)C(=O)CC(=O)C(C(C(F)(F)F)(F)F)(F)F,296.18,34.1,376.0,19,0,9,5,38.0
28697,C1=CC(=C(C(=C1[N+](=O)[O-])Cl)Cl)Cl,226.4,45.8,184.0,12,0,2,0,55.5
28700,CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,270.22,45.6,234.0,15,0,2,5,25.0
28718,CC1=C(C=CC=C1Cl)NC2=C(C=CC=N2)C(=O)O,262.69,62.2,301.0,18,2,4,3,234.0
28777,C1CCC(CC1)SN2C(=O)C3=CC=CC=C3C2=O,261.339,62.7,328.0,18,0,3,2,92.6
28780,CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC,290.32,85.2,377.0,21,2,4,5,140.0
28782,C(C[C@@H](C(=O)[O-])N)C[NH+]=C(N)N,174.2,132.0,171.0,12,4,3,4,222.0
28810,C1=CC=C(C(=C1)CO)Cl,142.58,20.2,85.0,9,1,1,1,73.0
28812,CCC1=C(C=C(C(=C1)C)C)C,148.24,0.0,117.0,11,0,0,1,-13.5
28871,C1=CC=C(C=C1)C2=NC(=C(S2)CC(=O)O)C3=CC=C(C=C3)Cl,329.8,78.4,381.0,22,1,4,4,161.5
28935,COP(=S)(OC)OC1=CC(=C(C=C1Cl)I)Cl,413.0,59.8,276.0,16,0,4,4,72.5
28936,CC(C)OC(=O)C(C1=CC=C(C=C1)Br)(C2=CC=C(C=C2)Br)O,428.1,46.5,348.0,22,1,3,5,77.0
29009,CCCCCCCCCCCCCCCCCCCC(=O)OCC,340.6,26.3,250.0,24,0,2,20,50.0
29011,O=[Sn]=O,150.71,34.1,18.3,3,0,2,0,1630.0
29013,C1=CC(=C(C=C1Br)Cl)Cl,225.89,0.0,97.1,9,0,0,0,25.0
29075,CCCCCCCCCCCCCCCCCC=C,266.5,0.0,159.0,19,0,0,16,23.0
29078,[O-][Cr](=O)(=O)[O-].O=[Pb].[Pb+2],550.0,97.3,64.2,8,0,5,0,920.0
29083,C1C2=CC=CC=C2OC(=O)N1CC(=O)N,206.2,72.6,280.0,15,1,3,2,204.0
29109,[S-2],32.07,1.0,0.0,1,0,1,0,112.0
29216,CNC(=O)N(C)C1=NC2=CC=CC=C2S1,221.28,73.5,249.0,15,1,3,1,120.0
29218,CC(C)COC(=O)C1=CC=C(C=C1)C(=O)OCC(C)C,278.34,52.6,282.0,20,0,4,8,55.0
29228,C1=C(C=C(C(=C1Cl)[N+](=O)[O-])Cl)Cl,226.4,45.8,172.0,12,0,2,0,72.0
29327,CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O,265.22,152.0,315.0,18,5,8,2,115.0
29352,CCCOC1=CC=C(C=C1)O,152.19,29.5,95.7,11,1,2,3,56.5
29354,CCCCCCOC1=CC=C(C=C1)O,194.27,29.5,128.0,14,1,2,6,46.0
29373,CCCCC=CC(=O)O,128.16899999999998,37.3,106.0,9,1,2,4,-19.0
29393,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],346.36,163.0,493.0,23,1,8,6,141.0
29402,CC1=CC(=C(C=C1)C)OP(=O)(OC2=C(C=CC(=C2)C)C)OC3=C(C=CC(=C3)C)C,410.4,44.8,491.0,29,0,4,6,79.8
29563,CCCCCCCCCCCC[N+](CCO)(CCO)CC1=CC=CC=C1.[Cl-],400.0,40.5,297.0,27,2,3,17,108.0
29566,C1CS(=O)(=O)NCN1CN2CCS(=O)(=O)NC2,284.4,116.0,419.0,17,2,8,2,156.0
29568,C1=CC(=C(C(=C1)Cl)Br)Cl,225.89,0.0,87.1,9,0,0,0,65.0
29572,CC1=C(C=CC(=C1)Cl)Cl,161.03,0.0,92.9,9,0,0,0,5.0
29574,CC1=C(C=C(C=C1[N+](=O)[O-])N)[N+](=O)[O-],197.15,118.0,222.0,14,1,5,0,171.0
29575,C1=C2C(=C(C(=C1Cl)Cl)Cl)OC3=C(C(=C(C=C3O2)Cl)Cl)Cl,390.9,18.5,340.0,20,0,2,0,243.0
29625,C1=CC=C(C(=C1)CC#N)Br,196.04,23.8,147.0,10,0,1,1,1.0
29732,CC(C)OC1=C(C=C(C(=C1)N2C(=O)OC(=N2)C(C)(C)C)Cl)Cl,345.2,51.1,462.0,22,0,4,4,90.0
29757,C1CNC2=C1C=CC(=C2)[N+](=O)[O-],164.16,57.8,190.0,12,1,3,0,68.0
29766,C1=C(C=C(C=C1Cl)Br)Cl,225.89,0.0,87.1,9,0,0,0,83.0
29777,CCCCCCCCCCCCCCCCCC1CCCCC1,322.6,0.0,214.0,23,0,0,16,38.0
29863,CN(C)C(=O)NC1=CC(=C(C=C1)OC)Cl,228.67,41.6,224.0,15,1,2,2,126.5
29864,CCCCCCCCSC#N,171.31,49.1,114.0,11,0,2,7,105.0
29936,[Fe+3],55.84,0.0,0.0,1,0,0,0,1538.0
29949,C1=C(C(=CC(=C1Cl)N)Cl)N,177.03,52.0,106.0,10,2,2,0,170.0
30323,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,527.5,186.0,960.0,38,5,11,4,208.5
30331,C1=CC(=C(C=C1NC(C(Cl)(Cl)Cl)NC=O)Cl)Cl,336.4,41.1,260.0,17,2,2,3,135.0
30332,[Al]#P,57.955,0.0,10.0,2,0,0,0,2500.0
30364,CC1=C2C(=CC=C1)C3=CC=CC=C3S2,198.29,28.2,213.0,14,0,1,0,66.5
30559,CC(C#C)N(C1=CC=CC=C1)C(=O)CCl,221.68,20.3,262.0,15,0,1,3,43.5
30584,CC1=CC2=C(C=C1)NC(=C2C)C,159.23,15.8,166.0,12,1,0,0,121.5
30627,COC1=CC(=CC(=C1OC)OC)C(=O)NCCCCCC(=O)O,325.36,94.1,362.0,23,2,6,10,122.0
30668,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl,259.13,33.6,263.0,16,1,2,3,127.0
30709,COP(=S)(C1=CC=CC=C1)OC2=CC(=C(C=C2Cl)Br)Cl,412.1,50.6,368.0,20,0,3,4,70.4
30751,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)F)N,365.21,186.0,514.0,24,5,12,4,260.0
30773,CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N,240.69,86.5,272.0,16,2,6,4,168.0
30803,CC(C)C(C1=CC=CC=C1)C(C)C,176.3,0.0,121.0,13,0,0,3,-24.5
30914,CC(=O)C1=NC=CN=C1,122.12,42.8,114.0,9,0,3,1,77.0
30951,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,226.65,46.5,230.0,15,1,3,5,92.5
30976,C1=NC2=NC(=NC(=C2N1)N)N,150.14,107.0,150.0,11,3,5,0,302.0
31018,C1=CC(=CN=C1)CN,108.14,38.9,63.5,8,1,2,1,-21.1
31070,CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)SC)C,303.36,72.9,314.0,19,1,5,7,49.05
31072,CCOC(=O)N1C=CN(C1=S)C,186.23,64.9,240.0,12,0,3,2,123.5
31170,P#[In],145.792,0.0,10.0,2,0,0,0,1070.0
31187,CCOC(=O)N1C(=O)C2=CC=CC=C2C1=O,219.19,63.7,315.0,16,0,4,2,91.0
31189,CCC1=CC2=C(CCCC2)C=C1,160.25,0.0,139.0,12,0,0,1,-70.0
31193,[Cd+2],112.41,0.0,0.0,1,0,0,0,321.0
31201,CC1(CC(=CC(=O)C1)OC(=O)N(C)C)C,211.26,46.6,316.0,15,0,3,2,45.5
31206,CC(=O)NC1=CC(=CC=C1)[N+](=O)[O-],180.16,74.9,212.0,13,1,3,1,155.0
31207,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,885.4,78.9,1010.0,63,0,6,53,-4.0
31208,C1=CC=C(C=C1)NC2=CC=C(C=C2)O,185.22,32.299,158.0,14,2,2,2,73.0
31211,CC(=O)CCC1=CC(=C(C=C1)O)OC,194.23,46.5,191.0,14,1,3,4,40.67
31215,CCOP(OCC)OCC,166.16,27.7,55.7,10,0,3,6,-112.0
31217,C1C(O1)COC2=CC=CC=C2,150.17,21.8,119.0,11,0,2,3,3.5
31218,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,426.7,52.6,370.0,30,0,4,23,-48.0
31222,C1=CC=C(C=C1)NNC2=CC=CC=C2,184.24,24.1,128.0,14,2,2,3,131.0
31224,C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2,264.3,26.3,331.0,20,0,2,6,44.0
31229,CC(=O)OC1=CC=CC=C1,136.15,26.3,114.0,10,0,2,2,-30.0
31230,CC(=O)NC1=CC=C(C=C1)N,150.18,55.1,139.0,11,2,2,1,166.5
31231,CC(=O)CC1=CC=C(C=C1)OC,164.2,26.3,146.0,12,0,2,3,46.0
31233,CCCCOC1=CC=C(C=C1)O,166.22,29.5,106.0,12,1,2,4,65.5
31235,C1=CC=C(C=C1)NCCO,137.18,32.299,79.3,10,2,2,3,11.0
31236,C1=CC=C(C=C1)OCCO,138.16,29.5,77.3,10,1,2,3,14.0
31237,CCCCCCCCCCCCC1=CC=CC=C1,246.4,0.0,155.0,18,0,0,11,3.0
31238,CCCCCCCCCCCCCC1=CC=CC=C1,260.5,0.0,167.0,19,0,0,12,10.0
31239,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],340.0,3.9,208.0,23,0,1,15,80.0
31246,CCCC(=O)CCC,114.19,17.1,58.8,8,0,1,4,-33.25
31247,CCCC(=O)OC=C,114.14,26.3,86.5,8,0,2,4,116.7
31248,C(CC(=O)OOC(=O)CCC(=O)O)C(=O)O,234.16,127.0,264.0,16,2,8,9,127.0
31249,CCOC(=O)CCC(=O)OCC,174.19,52.6,135.0,12,0,4,7,-21.0
31252,CC1=CN=C(C=N1)C,108.14,25.8,62.9,8,0,2,0,15.0
31260,CC(C)CCO,88.15,20.2,25.1,6,1,1,2,-117.15
31261,CC(=O)CC(=O)C,100.12,34.1,82.3,7,0,2,2,-23.0
31262,C1=CC(=CC(=C1)N=C=O)N=C=O,160.13,58.9,215.0,12,0,4,2,50.0
31263,CCC(=O)OC(=O)CC,130.139,43.4,104.0,9,0,3,4,-45.0
31264,CC1OC(OC(O1)C)C,132.16,27.7,63.3,9,0,3,0,12.6
